npi	nppes_provider_gender	specialty_description	medicare_prvdr_enroll_status	total_claim_count	total_30_day_fill_count	total_drug_cost	total_day_supply	bene_count	ge65_suppress_flag	total_claim_count_ge65	total_30_day_fill_count_ge65	total_drug_cost_ge65	total_day_supply_ge65	bene_count_ge65_suppress_flag	bene_count_ge65	brand_suppress_flag	brand_claim_count	brand_drug_cost	generic_suppress_flag	generic_claim_count	generic_drug_cost	other_suppress_flag	other_claim_count	other_drug_cost	mapd_suppress_flag	mapd_claim_count	mapd_drug_cost	pdp_suppress_flag	pdp_claim_count	pdp_drug_cost	lis_suppress_flag	lis_claim_count	lis_drug_cost	nonlis_suppress_flag	nonlis_claim_count	nonlis_drug_cost	opioid_claim_count	opioid_drug_cost	opioid_day_supply	opioid_bene_count	opioid_prescriber_rate	la_opioid_claim_count	la_opioid_drug_cost	la_opioid_day_supply	la_opioid_bene_count	la_opioid_prescriber_rate	antibiotic_claim_count	antibiotic_drug_cost	antibiotic_bene_count	antipsych_ge65_suppress_flag	antipsych_claim_count_ge65	antipsych_drug_cost_ge65	antipsych_bene_ge65_suppress_flg	antipsych_bene_count_ge65	average_age_of_beneficiaries	beneficiary_female_count	beneficiary_male_count	beneficiary_nondual_count	beneficiary_dual_count	beneficiary_average_risk_score	EXCLYear	REINYear	excl_type	exclusion_flag	country	state	nppes_credentials	total_30_day_per_claim	drug_cost_per_claim	day_supply_per_claim	female_count	male_count	nondual_count	dual_count
1972583821	M	Cardiologist	E	5994.0	14571.9	1126212.83	435752.0	548.0	not_suppressed	5529.0	13406.066667	1020272.19	400960.0	not_suppressed	488.0	not_suppressed	1747.0	834721.4	not_suppressed	4247.0	291491.43	not_suppressed	0.0	0.0	not_suppressed	511.0	61090.34	not_suppressed	5483.0	1065122.49	not_suppressed	1570.0	362175.65	not_suppressed	4424.0	764037.18	5.0	112.88	97.0	5.0	2.27	0.0	0.0	0.0	0.0	0.0	21.0	112.44	18.0	not suppressed	0.0	0.0	not suppressed	0.0	75.0	262.0	286.0	396.0	152.0	2.0336				0	US	CA	Medical Doctor	2.4310810810810812	187.89002836169504	72.69803136469802	not suppressed	not suppressed	not suppressed	not suppressed
1780753426	F	Internal Medicine	E	11.0	11.0	610.82	221.0	5.0	not_suppressed	11.0	11.0	610.82	221.0	suppressed	5.0	suppressed	5.0	17122.3	suppressed	5.0	8144.09	not_suppressed	0.0	0.0	suppressed	5.0	5038.525	suppressed	5.0	11189.15	suppressed	5.0	7822.22	suppressed	5.0	8329.63	5.0	112.88	97.0	5.0	2.27	0.0	0.0	0.0	0.0	0.0	5.0	386.73	5.0	not suppressed	0.0	0.0	not suppressed	0.0	71.0	73.0	47.0	89.0	40.0	1.3465				0	US	HI	Medical Doctor	1.0	55.52909090909091	20.09090909090909	suppressed	suppressed	suppressed	suppressed
1962543389	M	Oncology	E	32.0	32.4	581.96	439.0	18.0	not_suppressed	20.0	20.4	351.84	287.0	counter suppressed	13.0	not_suppressed	20.0	501.88	not_suppressed	12.0	80.08	not_suppressed	0.0	0.0	not_suppressed	17.0	332.85	not_suppressed	15.0	249.11	not_suppressed	11.0	249.8	not_suppressed	21.0	332.16	5.0	112.88	97.0	5.0	2.27	0.0	0.0	0.0	0.0	0.0	5.0	386.73	5.0	not suppressed	0.0	0.0	not suppressed	0.0	68.0	73.0	47.0	89.0	40.0	2.6978				0	US	FL	Medical Doctor	1.0125	18.18625	13.71875	suppressed	suppressed	suppressed	suppressed
1073516258	M	Dermatology	E	118.0	163.7	4857.52	4067.0	51.0	not_suppressed	103.0	139.66666667	3742.07	3422.0	counter suppressed	46.0	suppressed	5.0	17122.3	counter suppressed	113.0	8144.09	not_suppressed	0.0	0.0	not_suppressed	34.0	2205.48	not_suppressed	84.0	2652.04	not_suppressed	26.0	1389.13	not_suppressed	92.0	3468.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	476.35	5.0	not suppressed	0.0	0.0	not suppressed	0.0	71.0	18.0	33.0	89.0	40.0	1.1553				0	US	KY	Medical Doctor	1.3872881355932203	41.165423728813565	34.46610169491525	not suppressed	not suppressed	suppressed	suppressed
1649233495	F	Internal Medicine	E	1547.0	3830.9	128591.24	113082.0	171.0	not_suppressed	1493.0	3696.6666667	125866.9	109148.0	counter suppressed	166.0	counter suppressed	266.0	17122.3	not_suppressed	1276.0	49523.37	suppressed	5.0	0.0	not_suppressed	701.0	68949.76	not_suppressed	846.0	59641.48	not_suppressed	183.0	24498.66	not_suppressed	1364.0	104092.58	5.0	112.88	97.0	5.0	2.27	0.0	0.0	0.0	0.0	0.0	27.0	473.43	21.0	suppressed	5.0	0.0	suppressed	5.0	73.0	135.0	36.0	155.0	16.0	0.999				0	US	MA	Medical Doctor	2.4763413057530705	83.12297349709115	73.09760827407887	not suppressed	not suppressed	not suppressed	not suppressed
1518391184	F	Physician Assistant	E	192.0	290.9	4153.25	7479.0	67.0	not_suppressed	142.0	225.1	3422.13	5735.0	not_suppressed	51.0	not_suppressed	19.0	1538.14	not_suppressed	173.0	2615.11	not_suppressed	0.0	0.0	not_suppressed	35.0	652.15	not_suppressed	157.0	3501.1	not_suppressed	49.0	1185.08	not_suppressed	143.0	2968.17	5.0	112.88	97.0	5.0	2.27	0.0	0.0	0.0	0.0	0.0	26.0	427.29	23.0	not suppressed	0.0	0.0	not suppressed	0.0	69.0	48.0	19.0	55.0	12.0	0.9014				0	US	NJ	Physican Assistant	1.5151041666666665	21.631510416666668	38.953125	not suppressed	not suppressed	not suppressed	not suppressed
1629304811	F	Physician Assistant	E	226.0	363.0	18433.9	9228.0	55.0	not_suppressed	157.0	242.0	11463.92	6023.0	not_suppressed	43.0	counter suppressed	46.0	17122.3	not_suppressed	175.0	3405.78	suppressed	5.0	0.0	not_suppressed	50.0	737.19	not_suppressed	176.0	17696.71	not_suppressed	58.0	6196.66	not_suppressed	168.0	12237.24	5.0	112.88	97.0	5.0	2.27	5.0	0.0	0.0	5.0	0.0	42.0	588.89	35.0	not suppressed	0.0	0.0	not suppressed	0.0	68.0	31.0	24.0	89.0	40.0	0.8387				0	US	TX	Physican Assistant	1.6061946902654867	81.56592920353982	40.83185840707964	not suppressed	not suppressed	suppressed	suppressed
1679622153	F	Physician Assistant	E	102.0	102.0	10283.99	2547.0	32.0	counter suppressed	97.0	306.0	13928.695	6920.0	counter suppressed	27.0	not_suppressed	16.0	5868.42	not_suppressed	86.0	4415.57	not_suppressed	0.0	0.0	not_suppressed	31.0	4451.45	not_suppressed	71.0	5832.54	not_suppressed	60.0	4449.82	not_suppressed	42.0	5834.17	21.0	309.48	309.0	16.0	20.59	5.0	0.0	0.0	5.0	0.0	5.0	386.73	5.0	not suppressed	0.0	0.0	not suppressed	0.0	73.0	20.0	12.0	21.0	11.0	2.0979				0	US	CT	Physican Assistant	1.0	100.82343137254902	24.970588235294116	not suppressed	not suppressed	not suppressed	not suppressed
1962568642	M	Cardiologist	E	1021.0	1888.3	286734.29	56097.0	196.0	not_suppressed	1007.0	1866.3	285232.23	55457.0	counter suppressed	191.0	counter suppressed	370.0	17122.3	not_suppressed	646.0	48180.13	suppressed	5.0	0.0	not_suppressed	98.0	21964.36	not_suppressed	923.0	264769.93	not_suppressed	178.0	45291.51	not_suppressed	843.0	241442.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	386.73	5.0	not suppressed	0.0	0.0	not suppressed	0.0	78.0	82.0	114.0	173.0	23.0	1.7724				0	US	TX	Medical Doctor	1.8494613124387855	280.8367189030362	54.94319294809011	not suppressed	not suppressed	not suppressed	not suppressed
1396713822	M	Dermatology	E	2561.0	2652.3	256651.92	58119.0	872.0	not_suppressed	2172.0	2253.7666667	196585.49	48487.0	not_suppressed	788.0	not_suppressed	330.0	122746.96	not_suppressed	2231.0	133904.96	not_suppressed	0.0	0.0	not_suppressed	1581.0	168870.74	not_suppressed	980.0	87781.18	not_suppressed	957.0	129978.03	not_suppressed	1604.0	126673.89	26.0	73.2	79.0	20.0	1.02	0.0	0.0	0.0	0.0	0.0	273.0	7903.61	200.0	not suppressed	0.0	0.0	not suppressed	0.0	74.0	461.0	411.0	664.0	208.0	1.4001				0	US	CA	Medical Doctor	1.0356501366653652	100.21550956657556	22.693869582194456	not suppressed	not suppressed	not suppressed	not suppressed
1205869237	M	Internal Medicine	E	419.0	617.0	26036.3	18170.0	22.0	not_suppressed	396.0	549.0	25620.14	16130.0	counter suppressed	17.0	counter suppressed	58.0	17122.3	not_suppressed	356.0	6107.57	suppressed	5.0	0.0	not_suppressed	92.0	5528.3	not_suppressed	327.0	20508.0	not_suppressed	240.0	9709.48	not_suppressed	179.0	16326.82	5.0	112.88	97.0	5.0	2.27	0.0	0.0	0.0	0.0	0.0	5.0	386.73	5.0	not suppressed	0.0	0.0	not suppressed	0.0	75.0	73.0	47.0	89.0	40.0	1.2012				0	US	NY	Medical Doctor	1.4725536992840096	62.139140811455846	43.36515513126491	suppressed	suppressed	suppressed	suppressed
1750742714	F	Physician Assistant	E	93.0	165.2	41916.94	4881.0	38.0	not_suppressed	64.0	122.2	17908.84	3591.0	counter suppressed	33.0	not_suppressed	13.0	39159.07	not_suppressed	80.0	2757.87	not_suppressed	0.0	0.0	not_suppressed	31.0	1722.7	not_suppressed	62.0	40194.24	suppressed	5.0	7822.22	counter suppressed	88.0	8329.63	13.0	127.42	570.0	5.0	13.98	0.0	0.0	0.0	0.0	0.0	5.0	386.73	5.0	not suppressed	0.0	0.0	not suppressed	0.0	69.0	73.0	47.0	38.0	0.0	1.1709				0	US	GA	Physican Assistant	1.7763440860215052	450.7197849462366	52.483870967741936	suppressed	suppressed	not suppressed	not suppressed
1215357843	F	General/Family Practice	E	544.0	730.9	16826.56	18401.0	171.0	not_suppressed	406.0	568.6	13192.2	14061.0	not_suppressed	141.0	not_suppressed	84.0	10944.19	not_suppressed	460.0	5882.37	not_suppressed	0.0	0.0	not_suppressed	177.0	4760.94	not_suppressed	367.0	12065.62	not_suppressed	204.0	8924.06	not_suppressed	340.0	7902.5	5.0	112.88	97.0	5.0	2.27	0.0	0.0	0.0	0.0	0.0	64.0	680.22	59.0	not suppressed	0.0	0.0	not suppressed	0.0	72.0	117.0	54.0	138.0	33.0	1.2108				0	US	PA	DO	1.3435661764705882	30.931176470588237	33.825367647058826	not suppressed	not suppressed	not suppressed	not suppressed
1629482724	M	Optometry/Ophthalmology	E	139.0	185.2	20316.14	5033.0	54.0	not_suppressed	122.0	154.86666667	10816.62	4214.0	counter suppressed	49.0	not_suppressed	42.0	18016.75	not_suppressed	97.0	2299.39	not_suppressed	0.0	0.0	not_suppressed	15.0	5206.94	not_suppressed	124.0	15109.2	not_suppressed	43.0	12995.49	not_suppressed	96.0	7320.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	386.73	5.0	not suppressed	0.0	0.0	not suppressed	0.0	72.0	31.0	23.0	34.0	20.0	1.3224				0	US	OH	Optometrist	1.3323741007194243	146.15928057553955	36.20863309352518	not suppressed	not suppressed	not suppressed	not suppressed
1285014019	M	Dentist	N	59.0	59.0	259.3	624.0	38.0	counter suppressed	54.0	306.0	13928.695	6920.0	counter suppressed	33.0	not_suppressed	0.0	0.0	not_suppressed	59.0	259.3	not_suppressed	0.0	0.0	suppressed	5.0	5038.525	counter suppressed	54.0	11189.15	suppressed	5.0	7822.22	counter suppressed	54.0	8329.63	5.0	112.88	97.0	5.0	2.27	0.0	0.0	0.0	0.0	0.0	25.0	102.41	22.0	not suppressed	0.0	0.0	not suppressed	0.0	74.0	21.0	17.0	89.0	40.0	1.1543				0	US	VA	Dentist/DDS	1.0	4.394915254237288	10.576271186440678	not suppressed	not suppressed	suppressed	suppressed
1457316259	M	Optometry/Ophthalmology	E	67.0	71.2	6212.53	1502.0	31.0	not_suppressed	56.0	60.0	5044.3	1289.0	counter suppressed	26.0	not_suppressed	36.0	5651.51	not_suppressed	31.0	561.02	not_suppressed	0.0	0.0	not_suppressed	32.0	1628.72	not_suppressed	35.0	4583.81	not_suppressed	35.0	4513.42	not_suppressed	32.0	1699.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	386.73	5.0	not suppressed	0.0	0.0	not suppressed	0.0	69.0	20.0	11.0	19.0	12.0	1.4144				0	US	MA	Optometrist	1.0626865671641792	92.72432835820895	22.417910447761194	not suppressed	not suppressed	not suppressed	not suppressed
1558399733	M	Surgery	E	538.0	607.6	12355.24	14445.0	111.0	not_suppressed	515.0	582.56666667	12178.92	13881.0	counter suppressed	106.0	not_suppressed	62.0	6858.11	not_suppressed	476.0	5497.13	not_suppressed	0.0	0.0	not_suppressed	217.0	6590.98	not_suppressed	321.0	5764.26	not_suppressed	28.0	233.78	not_suppressed	510.0	12121.46	56.0	576.93	443.0	56.0	10.41	0.0	0.0	0.0	0.0	0.0	36.0	625.17	27.0	not suppressed	0.0	0.0	not suppressed	0.0	74.0	32.0	79.0	89.0	40.0	1.4336				0	US	FL	Medical Doctor	1.129368029739777	22.965130111524164	26.849442379182157	not suppressed	not suppressed	suppressed	suppressed
1194774877	M	Surgery	E	62.0	62.0	813.4	397.0	41.0	not_suppressed	46.0	46.0	652.98	283.0	not_suppressed	30.0	suppressed	5.0	17122.3	counter suppressed	57.0	8144.09	not_suppressed	0.0	0.0	not_suppressed	13.0	118.93	not_suppressed	49.0	694.47	not_suppressed	14.0	152.82	not_suppressed	48.0	660.58	43.0	349.48	175.0	32.0	69.35	0.0	0.0	0.0	0.0	0.0	5.0	386.73	5.0	not suppressed	0.0	0.0	not suppressed	0.0	67.0	20.0	21.0	89.0	40.0	1.3729				0	US	WA	Medical Doctor	1.0	13.119354838709677	6.403225806451613	not suppressed	not suppressed	suppressed	suppressed
1801875455	M	Respiratory/Pulmonary	E	3374.0	4309.2	2512008.78	116803.0	451.0	not_suppressed	2469.0	3251.6	1264082.08	88560.0	not_suppressed	366.0	not_suppressed	2082.0	2481056.43	counter suppressed	1287.0	8144.09	suppressed	5.0	0.0	not_suppressed	882.0	1312914.15	not_suppressed	2492.0	1199094.63	not_suppressed	1181.0	1481417.33	not_suppressed	2193.0	1030591.45	5.0	112.88	97.0	5.0	2.27	0.0	0.0	0.0	0.0	0.0	380.0	8431.39	152.0	not suppressed	0.0	0.0	not suppressed	0.0	72.0	281.0	170.0	347.0	104.0	1.7559				0	US	VA	Medical Doctor	1.2771784232365144	744.5194961470064	34.6185536455246	not suppressed	not suppressed	not suppressed	not suppressed
1649318247	M	Dentist	E	92.0	92.0	543.72	630.0	40.0	not_suppressed	57.0	57.0	344.71	400.0	not_suppressed	28.0	not_suppressed	0.0	0.0	not_suppressed	92.0	543.72	not_suppressed	0.0	0.0	not_suppressed	37.0	224.19	not_suppressed	55.0	319.53	not_suppressed	38.0	187.52	not_suppressed	54.0	356.2	26.0	112.34	64.0	17.0	28.26	0.0	0.0	0.0	0.0	0.0	32.0	265.75	26.0	not suppressed	0.0	0.0	not suppressed	0.0	68.0	28.0	12.0	29.0	11.0	1.5361				0	US	VA	Dentist/DDS	1.0	5.91	6.8478260869565215	not suppressed	not suppressed	not suppressed	not suppressed
1306937578	M	Emergency Medicine	E	73.0	76.0	821.76	898.0	45.0	not_suppressed	42.0	45.0	586.89	646.0	not_suppressed	28.0	suppressed	5.0	17122.3	counter suppressed	68.0	8144.09	not_suppressed	0.0	0.0	not_suppressed	40.0	451.62	not_suppressed	33.0	370.14	not_suppressed	42.0	462.1	not_suppressed	31.0	359.66	5.0	112.88	97.0	5.0	2.27	0.0	0.0	0.0	0.0	0.0	20.0	271.98	19.0	not suppressed	0.0	0.0	not suppressed	0.0	63.0	32.0	13.0	23.0	22.0	1.5197				0	US	OH	Medical Doctor	1.0410958904109588	11.256986301369864	12.301369863013699	not suppressed	not suppressed	not suppressed	not suppressed
1003924481	F	Psychiatry/Psychology & Neurology	E	3555.0	3637.2	374731.34	103911.0	132.0	not_suppressed	445.0	469.0	46297.87	13458.0	not_suppressed	20.0	not_suppressed	346.0	262457.1	not_suppressed	3209.0	112274.24	not_suppressed	0.0	0.0	not_suppressed	1888.0	270505.64	not_suppressed	1667.0	104225.7	not_suppressed	3393.0	370189.18	not_suppressed	162.0	4542.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	386.73	5.0	not suppressed	161.0	39942.85	not suppressed	12.0	49.0	88.0	44.0	89.0	40.0	1.5104				0	US	OH	Medical Doctor	1.0231223628691983	105.40965963431788	29.229535864978903	not suppressed	not suppressed	suppressed	suppressed
1124278858	M	Dentist	N	57.0	59.0	362.94	625.0	30.0	counter suppressed	52.0	306.0	13928.695	6920.0	counter suppressed	25.0	suppressed	5.0	17122.3	counter suppressed	47.0	8144.09	suppressed	5.0	0.0	not_suppressed	11.0	47.45	not_suppressed	46.0	315.49	suppressed	5.0	7822.22	counter suppressed	52.0	8329.63	5.0	112.88	97.0	5.0	2.27	0.0	0.0	0.0	0.0	0.0	26.0	101.26	19.0	not suppressed	0.0	0.0	not suppressed	0.0	71.0	18.0	12.0	89.0	40.0	1.1059				0	US	WA	Dentist/DDS	1.0350877192982457	6.367368421052632	10.964912280701755	not suppressed	not suppressed	suppressed	suppressed
1063490290	M	Surgery	E	613.0	626.6	9068.8	9168.0	164.0	not_suppressed	490.0	495.0	7464.34	7207.0	not_suppressed	134.0	not_suppressed	11.0	1213.26	not_suppressed	602.0	7855.54	not_suppressed	0.0	0.0	not_suppressed	231.0	3188.14	not_suppressed	382.0	5880.66	not_suppressed	186.0	2848.16	not_suppressed	427.0	6220.64	346.0	3934.26	3554.0	135.0	56.44	5.0	0.0	0.0	5.0	0.0	31.0	229.66	20.0	suppressed	5.0	0.0	suppressed	5.0	70.0	90.0	74.0	131.0	33.0	1.0018				0	US	WA	Medical Doctor	1.0221859706362153	14.794127243066884	14.955954323001631	not suppressed	not suppressed	not suppressed	not suppressed
1952756983	M	General/Family Practice	N	102.0	143.4	9507.42	3765.0	29.0	not_suppressed	56.0	86.333333333	5621.21	2330.0	not_suppressed	17.0	not_suppressed	34.0	8116.74	not_suppressed	68.0	1390.68	not_suppressed	0.0	0.0	not_suppressed	36.0	5120.71	not_suppressed	66.0	4386.71	not_suppressed	90.0	9094.44	not_suppressed	12.0	412.98	5.0	112.88	97.0	5.0	2.27	0.0	0.0	0.0	0.0	0.0	5.0	386.73	5.0	not suppressed	0.0	0.0	not suppressed	0.0	61.0	14.0	15.0	89.0	40.0	2.2384				0	US	TX	Medical Doctor	1.4058823529411766	93.21	36.911764705882355	not suppressed	not suppressed	suppressed	suppressed
1235683822	M	Nurse	E	761.0	1631.7	32719.64	47933.0	140.0	not_suppressed	676.0	1478.7333333	27786.39	43476.0	not_suppressed	124.0	not_suppressed	71.0	20518.75	not_suppressed	677.0	11870.46	not_suppressed	13.0	330.43	not_suppressed	720.0	29771.07	not_suppressed	41.0	2948.57	not_suppressed	547.0	24489.14	not_suppressed	214.0	8230.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	386.73	5.0	not suppressed	0.0	0.0	not suppressed	0.0	72.0	71.0	69.0	59.0	81.0	1.0535				0	US	FL	Nurse	2.1441524310118267	42.995584756898815	62.98685939553219	not suppressed	not suppressed	not suppressed	not suppressed
1245384791	M	Internal Medicine	E	2074.0	3873.9	172074.01	114397.0	86.0	not_suppressed	1734.0	3393.9666667	146912.49	100257.0	counter suppressed	81.0	not_suppressed	370.0	127674.19	not_suppressed	1672.0	43616.8	not_suppressed	32.0	783.02	not_suppressed	1342.0	116099.46	not_suppressed	732.0	55974.55	not_suppressed	1933.0	169534.19	not_suppressed	141.0	2539.82	69.0	960.61	2206.0	11.0	3.33	0.0	0.0	0.0	0.0	0.0	5.0	386.73	5.0	not suppressed	0.0	0.0	not suppressed	0.0	70.0	47.0	39.0	89.0	40.0	1.0176				0	US	CA	Medical Doctor	1.8678399228543876	82.96721793635487	55.157666345226616	not suppressed	not suppressed	suppressed	suppressed
1033506415	F	Nurse	E	1485.0	1526.2	233103.78	42897.0	150.0	not_suppressed	253.0	260.23333333	24699.58	7222.0	not_suppressed	30.0	not_suppressed	433.0	196702.72	not_suppressed	1052.0	36401.06	not_suppressed	0.0	0.0	not_suppressed	551.0	74307.25	not_suppressed	934.0	158796.53	not_suppressed	1179.0	205729.39	not_suppressed	306.0	27374.39	848.0	152151.91	23854.0	134.0	57.1	442.0	135179.85	12424.0	108.0	52.12	0.0	0.0	0.0	not suppressed	0.0	0.0	not suppressed	0.0	55.0	104.0	46.0	54.0	96.0	2.1138				0	US	NE	Nurse	1.0277441077441078	156.9722424242424	28.886868686868688	not suppressed	not suppressed	not suppressed	not suppressed
1497012777	M	Physical Medicine	E	109.0	113.0	1630.74	1631.0	49.0	not_suppressed	88.0	92.0	1399.33	1393.0	not_suppressed	38.0	suppressed	5.0	17122.3	counter suppressed	104.0	8144.09	not_suppressed	0.0	0.0	not_suppressed	33.0	420.34	not_suppressed	76.0	1210.4	not_suppressed	55.0	801.4	not_suppressed	54.0	829.34	31.0	226.06	171.0	18.0	28.44	0.0	0.0	0.0	0.0	0.0	30.0	249.91	15.0	not suppressed	0.0	0.0	not suppressed	0.0	69.0	29.0	20.0	26.0	23.0	1.7026				0	US	CA	Medical Doctor	1.036697247706422	14.96091743119266	14.963302752293577	not suppressed	not suppressed	not suppressed	not suppressed
1033195821	M	Internal Medicine	E	34.0	98.0	8546.16	2940.0	5.0	not_suppressed	34.0	98.0	8546.16	2940.0	suppressed	5.0	suppressed	5.0	17122.3	counter suppressed	29.0	8144.09	not_suppressed	0.0	0.0	not_suppressed	0.0	0.0	not_suppressed	34.0	8546.16	not_suppressed	21.0	8469.45	not_suppressed	13.0	76.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	not suppressed	0.0	0.0	not suppressed	0.0	71.0	73.0	47.0	89.0	40.0	1.3465				0	US	CA	Medical Doctor	2.8823529411764706	251.35764705882352	86.47058823529412	suppressed	suppressed	suppressed	suppressed
1770696312	M	Other/Undefined	N	46.0	63.9	886.32	1775.0	5.0	not_suppressed	46.0	63.933333333	886.32	1775.0	suppressed	5.0	not_suppressed	0.0	0.0	not_suppressed	46.0	886.32	not_suppressed	0.0	0.0	suppressed	5.0	5038.525	counter suppressed	41.0	11189.15	suppressed	5.0	7822.22	counter suppressed	41.0	8329.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	386.73	5.0	not suppressed	0.0	0.0	not suppressed	0.0	71.0	73.0	47.0	89.0	40.0	1.3465				0	US	FL	Medical Doctor	1.3891304347826086	19.26782608695652	38.58695652173913	suppressed	suppressed	suppressed	suppressed
1386758472	F	Physical Medicine	E	44.0	44.0	1796.64	601.0	20.0	not_suppressed	30.0	30.0	1408.78	357.0	counter suppressed	15.0	suppressed	5.0	17122.3	counter suppressed	39.0	8144.09	not_suppressed	0.0	0.0	suppressed	5.0	5038.525	counter suppressed	39.0	11189.15	counter suppressed	39.0	7822.22	suppressed	5.0	8329.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	386.73	5.0	not suppressed	0.0	0.0	not suppressed	0.0	70.0	73.0	47.0	89.0	40.0	1.6343				0	US	NY	Optometrist	1.0	40.832727272727276	13.659090909090908	suppressed	suppressed	suppressed	suppressed
1023128097	M	Surgery	E	110.0	118.7	6027.33	1420.0	50.0	not_suppressed	81.0	89.666666667	5398.1	1109.0	not_suppressed	35.0	suppressed	5.0	17122.3	counter suppressed	105.0	8144.09	not_suppressed	0.0	0.0	not_suppressed	68.0	5282.53	not_suppressed	42.0	744.8	not_suppressed	34.0	951.58	not_suppressed	76.0	5075.75	47.0	860.23	270.0	37.0	42.73	0.0	0.0	0.0	0.0	0.0	5.0	386.73	5.0	not suppressed	0.0	0.0	not suppressed	0.0	65.0	29.0	21.0	36.0	14.0	1.2359				0	US	ID	Medical Doctor	1.079090909090909	54.79390909090909	12.909090909090908	not suppressed	not suppressed	not suppressed	not suppressed
1447520200	F	General/Family Practice	E	1872.0	3995.1	105272.39	113133.0	304.0	not_suppressed	1652.0	3571.7666666999994	83934.8	101290.0	not_suppressed	264.0	not_suppressed	390.0	73617.56	not_suppressed	1449.0	31153.39	not_suppressed	33.0	501.44	not_suppressed	1854.0	102523.78	not_suppressed	18.0	2748.61	not_suppressed	450.0	40619.77	not_suppressed	1422.0	64652.62	96.0	1501.46	1223.0	37.0	5.13	5.0	0.0	0.0	5.0	0.0	62.0	793.59	51.0	not suppressed	0.0	0.0	not suppressed	0.0	72.0	227.0	77.0	250.0	54.0	1.4579				0	US	NJ	Medical Doctor	2.1341346153846152	56.235251068376066	60.43429487179487	not suppressed	not suppressed	not suppressed	not suppressed
1598859951	M	Pediatrics	E	37.0	55.8	15718.96	1560.0	5.0	suppressed	5.0	306.0	13928.695	6920.0	suppressed	5.0	not_suppressed	20.0	15463.65	not_suppressed	17.0	255.31	not_suppressed	0.0	0.0	counter suppressed	32.0	5038.525	suppressed	5.0	11189.15	not_suppressed	37.0	15718.96	not_suppressed	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	not suppressed	0.0	0.0	not suppressed	0.0	71.0	73.0	47.0	89.0	40.0	1.3465				0	US	VA	Medical Doctor	1.508108108108108	424.83675675675676	42.16216216216216	suppressed	suppressed	suppressed	suppressed
1386643021	M	Surgery	N	11.0	11.0	3863.53	330.0	5.0	not_suppressed	11.0	11.0	3863.53	330.0	suppressed	5.0	not_suppressed	11.0	3863.53	not_suppressed	0.0	0.0	not_suppressed	0.0	0.0	not_suppressed	0.0	0.0	not_suppressed	11.0	3863.53	not_suppressed	0.0	0.0	not_suppressed	11.0	3863.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	not suppressed	0.0	0.0	not suppressed	0.0	71.0	73.0	47.0	89.0	40.0	1.3465				0	US	FL	Medical Doctor	1.0	351.23	30.0	suppressed	suppressed	suppressed	suppressed
1649568577	F	Optometry/Ophthalmology	E	374.0	462.7	50627.27	12212.0	89.0	not_suppressed	221.0	282.33333333	26039.66	7335.0	not_suppressed	53.0	not_suppressed	146.0	46350.94	not_suppressed	228.0	4276.33	not_suppressed	0.0	0.0	not_suppressed	60.0	6668.84	not_suppressed	314.0	43958.43	not_suppressed	251.0	35403.83	not_suppressed	123.0	15223.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	386.73	5.0	not suppressed	0.0	0.0	not suppressed	0.0	66.0	60.0	29.0	38.0	51.0	1.611				0	US	OH	Optometrist	1.2371657754010694	135.36703208556148	32.6524064171123	not suppressed	not suppressed	not suppressed	not suppressed
1235180613	M	Emergency Medicine	E	148.0	149.1	1963.08	1234.0	103.0	not_suppressed	116.0	116.13333333	1522.13	897.0	not_suppressed	85.0	not_suppressed	12.0	278.09	not_suppressed	136.0	1684.99	not_suppressed	0.0	0.0	not_suppressed	55.0	768.79	not_suppressed	93.0	1194.29	not_suppressed	37.0	433.92	not_suppressed	111.0	1529.16	22.0	205.1	84.0	22.0	14.86	5.0	0.0	0.0	5.0	0.0	29.0	432.71	29.0	not suppressed	0.0	0.0	not suppressed	0.0	72.0	64.0	39.0	84.0	19.0	1.0285				0	US	MN	Medical Doctor	1.0074324324324324	13.264054054054053	8.337837837837839	not suppressed	not suppressed	not suppressed	not suppressed
